Column Drug Concentration,0.0,1.23457e-08,3.7037e-08,1.11111e-07,3.33333e-07,1e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05176e-09,0.0,0.004667839107983629,-0.05578532794965341,-0.06984977978371187,-0.08268846065196966,-0.020909313482745495
1.2207e-08,0.0,-0.17057067596147002,-0.12338135513288673,-0.16923484814167622,-0.13791813021360955,-0.14257210191833314
4.88281e-08,0.0,-0.09656011963222522,-0.005900298672057325,-0.14839252231416433,-0.1125988517724742,-0.18098949314532142
1.95313e-07,0.0,-0.08740267694624093,-0.23086999436534617,-0.26511228411727517,-0.1476309662128653,-0.1462521563421718
7.8125e-07,0.0,-0.0786084592793907,-0.0660708052761857,-0.11955415517820339,-0.1468558368323351,-0.10721621502136808
3.125e-06,0.0,-0.02552891261892848,-0.058556989390020436,-0.051766537055406375,-0.05401972682595424,-0.04988209166847388
1.25e-05,0.0,-0.0053943254578598665,-0.015455142863030513,-0.0007437089457550949,-0.013308012038387523,-0.01282244594812823
5e-05,0.0,-0.005535995198152913,-0.005157083564176865,-0.0039733614409389745,-0.0038421494438740655,-0.0018057218198543057
0.0002,0.0,-0.0030040048980728568,0.0035611702178360433,0.006850094151461719,0.0030616495764568125,0.00525674077351531
